Period,States and Territories,SA4 name,SA3 name,SA2 name,ATMs,Bank_post,Branch,Other face-to-face,Total,ATM_prop,Branch_prop,Bank_post_prop,Other_prop
2021-06-30,QLD,Queensland - Outback,Outback - South,Far South West,0,3,2,2,7,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857
2021-06-30,QLD,Queensland - Outback,Outback - South,Longreach,6,3,4,4,17,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.23529411764705882
2021-06-30,QLD,Sunshine Coast,Buderim,Buderim - North,9,2,5,0,16,0.5625,0.3125,0.125,0.0
2021-06-30,QLD,Sunshine Coast,Buderim,Buderim - South,1,0,0,0,1,1.0,0.0,0.0,0.0
2021-06-30,QLD,Sunshine Coast,Buderim,Sippy Downs,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,QLD,Sunshine Coast,Caloundra,Buddina - Minyama,13,1,6,0,20,0.65,0.3,0.05,0.0
2021-06-30,QLD,Sunshine Coast,Caloundra,Caloundra - Kings Beach,15,1,9,0,25,0.6,0.36,0.04,0.0
2021-06-30,QLD,Sunshine Coast,Caloundra,Golden Beach - Pelican Waters,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,QLD,Sunshine Coast,Caloundra,Meridan Plains - Little Mountain (North),0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,QLD,Sunshine Coast,Caloundra,Moffat Beach - Battery Hill,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,QLD,Sunshine Coast,Caloundra,Wurtulla - Birtinya,1,0,1,1,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
2021-06-30,QLD,Sunshine Coast,Maroochy,Coolum Beach,5,1,3,0,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0
2021-06-30,QLD,Sunshine Coast,Maroochy,Marcoola - Mudjimba,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,QLD,Sunshine Coast,Maroochy,Maroochydore - Kuluin,16,3,12,6,37,0.43243243243243246,0.32432432432432434,0.08108108108108109,0.16216216216216217
2021-06-30,QLD,Sunshine Coast,Maroochy,Mooloolaba - Alexandra Headland,6,1,1,1,9,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111
2021-06-30,QLD,Sunshine Coast,Nambour,Bli Bli,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,QLD,Sunshine Coast,Nambour,Eumundi - Yandina,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,QLD,Sunshine Coast,Nambour,Nambour,12,3,9,0,24,0.5,0.375,0.125,0.0
2021-06-30,QLD,Sunshine Coast,Noosa,Noosa Heads,5,1,2,0,8,0.625,0.25,0.125,0.0
2021-06-30,QLD,Sunshine Coast,Noosa,Noosaville,13,2,5,0,20,0.65,0.25,0.1,0.0
2021-06-30,QLD,Sunshine Coast,Noosa,Peregian Beach - Marcus Beach,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,QLD,Sunshine Coast,Noosa,Tewantin,3,1,3,0,7,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0
2021-06-30,QLD,Sunshine Coast,Noosa Hinterland,Noosa Hinterland,2,3,3,0,8,0.25,0.375,0.375,0.0
2021-06-30,QLD,Sunshine Coast,Sunshine Coast Hinterland,Beerwah,3,1,2,0,6,0.5,0.3333333333333333,0.16666666666666666,0.0
2021-06-30,QLD,Sunshine Coast,Sunshine Coast Hinterland,Caloundra Hinterland,2,1,2,0,5,0.4,0.4,0.2,0.0
2021-06-30,QLD,Sunshine Coast,Sunshine Coast Hinterland,Glass House Mountains,1,2,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.0
2021-06-30,QLD,Sunshine Coast,Sunshine Coast Hinterland,Landsborough,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,QLD,Sunshine Coast,Sunshine Coast Hinterland,Maroochy Hinterland,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,QLD,Sunshine Coast,Sunshine Coast Hinterland,Palmwoods,2,3,1,0,6,0.3333333333333333,0.16666666666666666,0.5,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Cambooya - Wyreema,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Darling Heights,4,4,2,0,10,0.4,0.2,0.4,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Drayton - Harristown,1,0,1,0,2,0.5,0.5,0.0,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Gatton,7,2,6,1,16,0.4375,0.375,0.125,0.0625
2021-06-30,QLD,Toowoomba,Toowoomba,Gowrie (Qld),0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Highfields,4,1,1,0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Lockyer Valley - West,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Newtown (Qld),9,1,7,0,17,0.5294117647058824,0.4117647058823529,0.058823529411764705,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,North Toowoomba - Harlaxton,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Rangeville,2,0,1,0,3,0.6666666666666666,0.3333333333333333,0.0,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Toowoomba - Central,30,2,11,5,48,0.625,0.22916666666666666,0.041666666666666664,0.10416666666666667
2021-06-30,QLD,Toowoomba,Toowoomba,Toowoomba - East,1,1,0,3,5,0.2,0.0,0.2,0.6
2021-06-30,QLD,Toowoomba,Toowoomba,Toowoomba - West,2,0,0,0,2,1.0,0.0,0.0,0.0
2021-06-30,QLD,Toowoomba,Toowoomba,Wilsonton,3,1,2,0,6,0.5,0.3333333333333333,0.16666666666666666,0.0
2021-06-30,QLD,Townsville,Charters Towers - Ayr - Ingham,Ayr,6,1,6,5,18,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.2777777777777778
2021-06-30,QLD,Townsville,Charters Towers - Ayr - Ingham,Burdekin,1,4,2,0,7,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0
2021-06-30,QLD,Townsville,Charters Towers - Ayr - Ingham,Charters Towers,4,1,4,1,10,0.4,0.4,0.1,0.1
2021-06-30,QLD,Townsville,Charters Towers - Ayr - Ingham,Dalrymple,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,QLD,Townsville,Charters Towers - Ayr - Ingham,Ingham,4,1,3,3,11,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727
2021-06-30,QLD,Townsville,Charters Towers - Ayr - Ingham,Ingham Surrounds,0,2,0,0,2,0.0,0.0,1.0,0.0
2021-06-30,QLD,Townsville,Townsville,Aitkenvale,13,0,7,0,20,0.65,0.35,0.0,0.0
2021-06-30,QLD,Townsville,Townsville,Annandale (Qld),0,1,1,0,2,0.0,0.5,0.5,0.0
2021-06-30,QLD,Townsville,Townsville,Condon - Rasmussen,0,1,2,0,3,0.0,0.6666666666666666,0.3333333333333333,0.0
2021-06-30,QLD,Townsville,Townsville,Cranbrook,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,QLD,Townsville,Townsville,Deeragun - Jensen,1,1,1,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2021-06-30,QLD,Townsville,Townsville,Douglas,2,1,0,0,3,0.6666666666666666,0.0,0.3333333333333333,0.0
2021-06-30,QLD,Townsville,Townsville,Garbutt - West End,6,3,2,1,12,0.5,0.16666666666666666,0.25,0.08333333333333333
2021-06-30,QLD,Townsville,Townsville,Gulliver - Currajong - Vincent,0,1,0,0,1,0.0,0.0,1.0,0.0
2021-06-30,QLD,Townsville,Townsville,Hermit Park - Rosslea,1,1,0,0,2,0.5,0.0,0.5,0.0
2021-06-30,QLD,Townsville,Townsville,Hyde Park - Pimlico,7,0,7,0,14,0.5,0.5,0.0,0.0
2021-06-30,QLD,Townsville,Townsville,Kirwan - East,3,1,1,0,5,0.6,0.2,0.2,0.0
2021-06-30,QLD,Townsville,Townsville,Kirwan - West,10,1,4,0,15,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.0
2021-06-30,QLD,Townsville,Townsville,Magnetic Island,0,1,1,0,2,0.0,0.5,0.5,0.0
