POW_SA2_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
112011238,30,104,17,0,150,60,57,3,3,123,16,22,0,0,41,0,3,0,4,9,12,20,0,0,23,8,0,4,0,14,4,6,0,0,11,8,8,0,0,12,10,0,0,0,14,143,222,21,10,391,92,42,3,0,137,180,17,0,0,205,105,27,0,0,131,39,0,0,0,45,16,6,0,0,19,16,4,0,0,15,7,0,0,0,11,43,8,0,0,47,7,3,0,0,6,500,110,3,0,612,121,149,16,0,284,239,85,3,3,325,117,51,0,0,170,46,4,0,3,53,26,19,0,0,47,25,4,4,0,29,13,6,0,0,18,44,15,0,0,55,15,5,0,0,19,639,329,23,11,998
112011239,17,60,14,0,91,33,25,0,0,61,9,10,0,0,22,10,4,0,0,16,5,10,0,0,14,0,4,0,3,13,0,0,0,0,5,8,0,0,0,10,4,0,0,0,5,89,124,17,3,229,38,25,0,0,65,171,25,0,0,198,99,28,0,0,124,77,4,0,0,74,23,4,0,0,27,17,4,0,0,25,5,0,0,0,5,40,0,0,0,38,7,0,0,0,14,477,92,0,3,568,55,89,14,0,149,210,53,0,0,262,108,41,0,0,149,88,5,0,0,93,25,16,0,0,41,21,11,0,3,35,8,4,0,0,10,44,3,0,0,49,12,4,0,0,13,562,218,20,3,802
112011240,58,261,62,3,384,110,126,10,0,246,23,38,0,0,64,12,12,0,0,30,12,28,0,0,42,22,50,0,0,76,5,4,0,0,10,10,5,0,0,12,3,9,3,0,18,251,543,78,3,879,89,74,3,0,176,316,56,0,0,369,160,39,0,0,199,135,11,0,0,145,37,12,0,0,49,35,16,0,0,53,32,0,0,0,35,74,8,0,0,84,19,0,0,0,21,907,213,10,0,1134,149,336,68,3,557,424,176,13,0,618,186,74,0,0,263,143,25,5,0,179,43,43,0,0,90,57,69,4,0,128,41,5,0,0,42,81,18,0,0,95,24,9,7,0,44,1158,761,95,7,2014
112011241,3,19,8,0,31,3,6,0,0,12,3,7,0,0,10,0,3,0,0,5,0,3,0,0,3,0,3,0,0,3,4,0,0,0,3,0,3,0,0,4,0,0,0,0,0,19,47,7,0,76,42,14,0,0,57,26,3,0,0,26,24,8,0,0,36,16,0,0,0,17,9,4,0,0,13,0,0,0,0,0,9,6,0,0,13,13,3,0,0,19,4,0,0,0,6,138,39,0,4,179,50,32,8,0,92,32,9,0,0,43,29,17,0,0,45,15,0,0,0,14,9,6,0,0,15,3,7,0,0,8,8,3,0,0,15,16,6,0,0,22,3,0,0,0,10,161,89,7,4,260
112011242,26,59,17,0,100,42,37,4,0,84,13,24,0,0,35,9,6,0,0,13,7,11,0,0,19,5,8,0,0,12,5,0,0,0,5,3,5,0,0,9,0,3,0,0,5,115,146,26,0,291,31,20,0,0,58,114,19,0,0,138,82,24,0,0,109,45,3,0,0,53,10,6,0,0,22,10,0,0,0,12,11,0,0,0,11,31,0,0,0,34,0,0,0,0,0,350,88,0,0,432,59,81,17,0,161,162,54,4,0,220,97,48,0,0,146,54,9,0,0,70,19,26,0,0,44,16,7,0,0,26,19,0,0,0,19,34,4,0,0,47,0,3,0,0,4,464,233,29,0,723
112011243,19,95,13,0,126,53,51,3,0,104,17,16,0,0,33,10,3,0,0,13,14,14,0,0,29,3,3,0,0,11,5,0,0,0,3,7,3,0,0,14,3,7,0,0,8,118,203,20,6,345,92,43,0,0,136,229,27,0,0,258,118,39,0,0,156,72,3,0,0,76,14,11,0,0,25,24,3,0,0,26,15,0,0,0,19,38,4,0,0,41,11,0,0,0,12,615,132,0,6,751,109,133,18,3,259,281,74,3,0,361,136,53,0,3,191,80,9,0,0,86,30,32,0,0,57,29,9,0,0,42,19,5,0,0,23,41,11,0,0,54,19,8,0,0,27,736,330,23,11,1100
112021244,4,39,14,0,54,4,13,0,0,21,5,19,0,0,21,6,0,0,0,6,4,15,5,0,25,0,7,0,0,10,0,7,0,0,7,3,6,0,0,7,0,0,0,0,3,28,98,23,0,144,45,23,0,0,73,21,14,0,0,41,50,25,0,0,72,47,5,0,0,49,14,12,0,0,22,3,10,0,0,14,12,3,0,0,17,15,8,0,0,28,0,0,0,0,0,207,102,3,4,314,47,63,12,0,126,27,31,4,0,58,50,36,0,0,93,51,5,0,0,54,14,26,5,0,44,6,14,0,0,22,12,12,0,0,23,21,10,0,0,40,0,0,0,0,3,235,196,22,3,455
112021245,13,31,7,0,50,5,3,0,0,13,0,8,0,0,12,0,0,0,0,0,0,8,0,0,9,3,3,0,0,5,6,7,0,0,8,9,0,0,0,9,0,0,0,0,0,36,57,9,0,106,140,53,0,0,194,15,6,0,0,14,39,9,0,0,50,11,0,0,0,17,10,3,0,0,16,4,0,0,0,7,27,0,0,0,20,27,9,0,0,35,3,0,0,0,5,280,75,0,4,357,155,77,7,0,240,23,6,0,0,27,45,16,0,0,63,11,0,0,0,17,11,6,0,0,22,4,0,0,0,10,28,7,0,0,33,31,5,0,0,38,4,0,0,0,4,323,129,9,4,463
112021246,12,37,4,0,52,7,19,0,0,29,10,17,0,0,28,4,0,0,0,5,4,11,0,0,20,4,3,0,0,7,3,0,0,0,4,0,4,0,0,3,0,0,0,0,0,48,96,8,0,151,16,10,0,0,32,59,10,0,0,69,52,11,0,0,61,55,0,0,0,61,12,7,0,0,18,7,0,0,0,7,4,0,0,0,6,30,3,0,0,38,6,0,0,0,10,244,50,0,0,298,33,45,4,0,81,72,30,0,0,100,60,34,0,0,93,60,0,0,0,62,20,14,0,0,40,13,3,0,0,21,5,3,0,0,12,32,8,0,0,41,6,0,0,0,10,295,143,8,0,445
112021247,11,29,0,0,49,16,14,4,0,33,3,18,0,0,25,9,0,0,0,9,5,12,0,0,27,3,8,0,0,14,5,7,0,0,10,0,3,0,0,4,0,0,0,0,4,49,102,13,0,162,98,40,6,0,146,35,4,0,0,41,42,12,0,0,58,22,0,0,0,22,9,6,0,0,15,7,0,0,0,7,9,3,0,0,12,27,6,0,0,30,4,4,0,0,5,254,73,0,0,331,112,70,6,0,195,47,21,3,0,70,49,29,0,0,79,26,0,0,0,26,15,17,0,0,37,14,8,0,0,20,10,8,0,0,19,26,12,0,0,36,0,5,0,0,7,303,174,8,0,493
112021248,9,123,33,0,167,35,85,16,0,137,23,73,0,0,96,7,9,0,0,19,14,52,5,0,71,5,35,0,0,46,12,11,0,0,23,9,15,0,0,22,3,7,0,0,7,107,421,60,0,591,59,69,0,0,130,213,70,21,0,307,154,64,0,0,222,118,15,0,5,134,25,11,0,0,35,20,11,0,0,31,24,6,0,0,31,52,17,0,0,72,10,0,0,0,9,683,267,23,3,972,73,192,33,0,300,250,161,31,0,444,175,135,0,0,316,126,22,0,5,150,38,70,5,0,108,22,50,0,0,81,35,21,0,0,52,57,34,0,0,95,12,7,0,0,16,792,693,84,3,1565
112021249,35,61,5,6,102,36,23,5,0,61,12,20,0,0,32,0,3,0,0,6,8,15,0,0,23,7,6,0,0,9,13,5,0,0,19,3,6,0,0,14,0,0,0,0,0,116,148,9,6,280,261,85,0,9,346,122,11,0,5,143,111,26,0,0,140,44,0,0,0,53,28,7,0,0,37,18,3,0,0,22,27,6,0,0,33,52,15,0,3,69,10,0,0,0,11,678,155,0,17,846,294,146,5,8,457,159,39,5,5,200,132,46,0,0,174,51,5,0,0,60,36,28,0,0,63,26,5,0,0,35,38,14,0,0,49,58,23,0,3,85,12,4,0,0,18,797,302,9,20,1128
112031250,46,136,30,0,213,81,72,3,0,157,33,52,0,0,84,16,11,0,0,27,25,41,4,0,67,16,23,0,0,43,0,5,0,0,9,8,9,0,0,26,6,10,0,0,15,229,370,39,0,639,36,41,0,0,88,168,16,0,0,192,90,22,0,0,114,69,4,0,0,79,35,13,0,0,47,25,5,0,0,28,17,0,0,0,17,47,8,0,0,55,9,0,0,0,12,504,115,0,3,617,85,175,32,0,292,248,95,3,0,350,123,74,0,0,203,87,18,0,0,103,60,45,4,0,115,37,26,0,0,67,19,5,0,0,27,57,23,0,0,76,11,12,0,0,30,734,479,42,7,1257
112031251,10,73,22,0,104,21,43,8,0,69,10,36,4,0,51,4,3,0,0,8,10,29,6,0,43,9,10,0,0,13,6,8,3,0,19,0,11,5,0,10,0,5,0,0,5,64,221,35,4,327,46,38,0,0,83,93,24,0,0,117,90,38,0,0,129,50,8,0,0,59,10,12,0,0,22,19,7,0,0,29,11,4,0,0,14,24,5,0,0,31,8,0,0,0,9,354,127,0,3,487,54,111,22,0,187,113,69,8,0,190,101,74,4,0,180,53,11,0,0,62,14,37,3,0,62,27,15,0,0,41,16,13,3,0,30,24,12,5,0,43,8,4,0,0,11,424,345,43,3,811
112031252,38,63,9,0,109,24,19,0,0,43,15,15,0,0,30,9,0,0,0,9,17,10,0,0,34,3,4,0,0,7,3,4,0,0,10,3,5,0,0,14,4,5,0,0,11,111,129,8,7,251,132,35,0,0,173,74,10,0,0,86,88,15,0,0,105,39,6,0,0,38,19,4,0,0,24,10,0,0,0,10,9,7,0,0,14,40,7,0,0,45,6,0,0,0,8,413,81,0,5,506,171,102,9,4,282,99,26,0,0,128,101,31,0,0,136,39,6,0,0,44,34,18,0,0,51,15,4,0,0,21,10,9,0,0,23,48,10,0,0,56,10,9,0,0,18,524,212,8,5,751
112031253,27,81,11,0,115,42,25,0,0,68,19,32,6,0,52,0,9,0,0,11,7,10,0,0,21,3,12,0,0,14,0,5,0,0,7,5,5,0,0,9,3,0,0,0,3,117,172,17,0,305,49,31,0,3,87,119,18,0,0,142,116,28,0,0,144,61,0,0,0,65,24,9,0,0,33,11,5,0,0,12,11,0,0,0,12,30,10,0,0,39,4,5,0,0,7,435,112,6,3,552,75,112,8,3,203,168,48,0,0,206,143,60,6,0,200,65,10,0,0,73,35,22,0,0,54,20,18,0,0,33,14,3,0,0,17,38,13,0,0,57,12,5,0,0,11,551,284,16,3,851
112031254,27,91,22,0,140,47,62,7,0,126,20,52,5,0,74,11,13,0,0,27,26,26,4,0,57,13,9,0,0,25,4,3,0,0,8,7,8,4,0,20,5,5,0,0,8,164,277,42,4,489,48,27,0,0,79,148,32,0,0,184,123,44,0,0,169,76,3,0,0,83,32,9,0,0,42,27,4,0,0,27,48,3,0,0,50,57,13,0,0,74,12,3,0,0,18,572,138,0,3,721,76,117,22,0,217,200,101,7,3,312,142,97,5,0,246,84,23,0,0,108,56,36,7,0,97,39,17,0,0,54,53,10,0,0,63,71,20,4,0,89,14,8,0,0,22,741,421,45,9,1206
112031550,16,34,0,0,57,24,22,0,0,46,13,12,0,0,25,5,4,0,0,8,13,9,0,0,28,3,4,0,0,7,8,0,0,0,8,3,7,0,0,7,5,4,0,0,6,99,104,0,0,208,24,9,0,0,31,59,5,0,0,58,76,13,0,0,94,41,0,0,0,40,12,0,0,0,13,8,4,0,0,15,15,0,0,0,15,35,3,0,0,37,9,0,0,0,9,277,42,0,0,319,44,47,0,0,93,83,26,0,0,107,89,34,0,0,124,43,3,0,0,47,28,16,0,0,44,11,4,0,0,19,22,0,0,0,25,36,12,0,0,48,14,4,0,0,16,372,148,0,0,523
112031551,5,10,5,0,21,8,11,0,0,15,8,10,0,0,15,0,0,0,0,4,0,6,0,0,9,0,0,0,0,0,3,5,0,0,4,3,0,0,0,3,0,0,0,0,0,31,41,4,0,74,16,8,0,0,26,24,0,0,0,24,20,0,0,0,28,21,0,0,0,24,5,0,0,0,8,4,0,0,0,4,3,0,0,0,3,8,3,0,0,10,0,0,0,0,0,103,20,0,0,119,21,16,5,0,36,34,8,0,0,44,28,16,0,0,39,23,7,0,0,25,7,10,0,0,15,8,0,0,0,8,7,5,0,0,9,10,3,0,0,13,0,0,0,0,0,135,60,4,0,200
112031552,27,123,21,0,172,16,45,4,0,59,24,46,5,0,73,10,4,5,0,18,4,35,6,0,52,5,16,4,0,27,4,6,0,0,11,12,16,0,0,23,6,3,0,0,8,106,296,38,0,451,19,33,4,0,51,64,23,4,0,85,75,29,0,0,107,68,9,0,0,74,17,9,0,0,32,7,0,0,0,9,16,5,0,0,15,26,0,0,0,31,0,4,0,0,4,290,107,3,0,401,42,154,24,0,218,80,61,6,0,145,101,72,5,0,180,77,12,5,0,90,25,46,6,0,79,12,15,4,0,34,17,11,0,0,27,41,19,0,0,59,8,8,0,0,15,392,409,46,0,853
113011256,19,142,41,0,206,28,73,8,0,109,39,93,3,0,134,11,13,0,0,16,8,61,5,0,75,6,24,3,0,37,7,7,0,0,18,14,21,0,0,34,5,4,0,0,14,139,431,65,3,639,48,57,6,0,106,56,30,3,0,88,107,51,0,0,159,63,9,0,0,70,7,6,0,0,18,12,9,0,0,16,14,0,0,0,17,23,11,0,0,37,6,0,0,0,7,328,174,9,0,515,67,195,46,0,312,81,104,19,0,198,145,138,3,0,289,71,20,0,0,89,20,65,11,0,92,14,37,3,0,51,18,13,0,0,29,38,34,0,0,67,13,6,0,0,25,470,610,77,3,1153
113011257,111,254,25,7,390,6,19,0,0,26,9,21,0,0,38,0,0,0,0,0,16,30,0,0,52,0,6,0,0,4,18,20,0,0,33,8,22,0,0,31,5,6,0,0,9,174,371,29,7,577,239,158,0,4,408,20,0,0,0,20,49,16,0,0,64,10,4,0,0,16,6,17,0,0,20,4,3,0,0,5,16,12,0,0,29,26,4,0,0,34,6,0,0,0,7,377,214,0,8,600,350,416,23,12,796,27,18,0,0,43,64,33,0,0,99,10,4,0,0,14,25,44,0,0,72,4,3,0,0,10,34,31,0,0,57,29,21,0,3,65,7,6,0,0,14,548,585,26,18,1183
113011258,12,58,26,0,98,12,19,0,0,29,12,11,0,0,24,4,3,0,0,4,4,25,0,0,33,0,8,0,0,8,5,5,0,0,4,4,5,0,0,9,3,4,0,0,6,49,134,34,0,218,40,38,0,0,84,23,3,0,0,24,83,32,0,0,112,30,13,0,0,39,14,6,0,0,21,6,4,0,0,13,5,0,0,0,10,21,3,0,4,30,0,0,0,0,3,231,99,0,5,337,53,96,26,0,176,31,22,0,0,60,94,50,0,0,141,31,10,0,0,44,16,30,0,0,51,6,16,0,0,21,12,7,0,0,12,24,13,5,4,42,3,4,0,0,11,278,239,35,4,556
113011259,23,39,5,0,72,5,7,0,0,10,4,7,6,0,10,3,0,0,0,0,0,8,0,0,8,3,0,0,0,3,0,7,0,0,3,0,4,0,0,4,0,0,0,0,0,33,81,5,0,126,82,69,0,3,153,15,0,0,0,15,21,17,0,4,40,13,0,0,0,16,8,9,0,0,19,3,5,0,0,11,0,5,0,0,3,12,4,0,0,16,0,0,0,0,0,156,107,0,5,276,110,111,5,3,228,12,7,0,0,20,25,27,6,4,57,19,4,0,0,22,8,18,0,0,23,7,3,0,0,12,3,7,0,0,8,12,8,0,0,22,0,0,0,0,0,195,188,5,4,399
113021260,6,34,0,0,37,0,3,0,0,7,0,3,0,0,7,0,0,0,0,0,0,5,0,0,9,0,5,0,0,5,0,12,0,0,11,0,5,0,0,8,0,0,0,0,0,19,70,3,0,90,82,56,0,0,143,11,5,0,0,13,20,7,0,0,30,8,0,0,0,11,3,4,0,0,4,0,0,0,0,5,3,3,0,0,6,17,8,0,0,22,0,0,0,0,0,146,76,0,0,230,92,88,0,0,181,12,7,0,0,23,26,11,0,0,34,12,0,0,0,15,4,8,0,0,15,0,3,0,0,7,7,11,0,0,21,18,10,0,0,26,0,0,0,0,0,170,145,5,0,319
113021261,14,39,11,0,66,3,17,3,0,30,15,20,0,0,26,0,0,0,0,4,4,11,0,0,15,0,5,0,0,11,3,7,0,0,6,3,6,0,0,11,0,0,0,0,0,37,105,20,3,168,23,31,0,0,49,25,3,0,0,27,35,16,0,5,53,11,5,0,0,17,5,9,0,0,14,0,9,0,0,8,4,0,0,0,10,16,3,0,0,14,4,0,0,0,3,123,77,0,8,210,34,68,11,5,117,28,25,3,0,55,50,31,0,5,83,8,7,0,0,22,12,20,0,0,30,0,11,0,0,21,6,10,0,0,19,17,11,0,0,24,7,0,0,0,10,166,183,20,10,373
113021262,22,40,0,0,61,4,5,0,0,8,3,8,0,0,9,0,0,0,0,0,7,14,0,0,24,0,0,0,0,0,8,4,0,0,13,6,3,0,0,7,0,3,0,0,3,53,71,0,0,128,79,27,0,0,110,9,5,0,0,9,22,5,0,0,27,4,4,0,0,4,7,5,0,0,12,0,0,0,0,0,6,3,0,0,11,12,4,0,0,16,3,0,0,0,3,144,48,0,4,199,102,69,0,0,175,14,4,0,0,18,23,13,0,0,40,9,4,0,0,7,13,19,0,0,36,0,0,0,0,4,17,8,0,0,21,19,5,0,0,25,3,3,0,0,10,199,121,0,4,330
113031263,16,60,3,0,81,0,18,6,0,23,8,10,0,0,20,0,4,0,0,4,9,12,0,0,18,0,7,0,0,7,4,6,0,0,10,5,5,0,0,9,0,3,0,0,3,39,117,14,0,169,53,49,0,0,101,20,7,0,0,33,29,27,0,5,59,26,0,0,0,26,4,7,0,0,10,0,3,0,0,7,0,3,0,0,5,20,3,0,0,20,0,0,0,0,0,155,111,0,4,267,64,111,3,0,181,24,23,6,0,54,35,36,0,5,72,26,8,0,0,28,12,20,0,0,28,0,12,0,0,12,8,8,0,0,13,23,9,0,0,30,0,4,0,0,4,192,226,14,5,438
113031264,5,38,0,0,45,7,3,0,0,9,3,3,0,0,7,0,0,0,0,0,5,9,0,0,8,0,0,0,0,0,3,5,0,0,6,0,7,0,0,7,0,3,0,0,4,18,65,4,0,88,51,33,0,0,88,9,4,0,0,12,19,15,0,0,31,6,0,0,0,6,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,9,9,0,0,14,0,0,0,0,0,108,60,0,0,175,54,74,0,0,139,16,7,6,0,20,21,18,0,0,37,6,0,0,0,6,8,12,0,0,15,0,7,0,0,7,9,3,0,0,10,9,12,0,0,24,4,3,0,0,4,125,127,6,0,266
113031265,21,26,5,0,49,8,6,0,0,14,5,13,0,0,15,0,0,0,0,0,3,9,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,36,49,5,0,100,76,52,0,5,129,15,7,0,0,19,27,12,0,0,39,9,0,0,0,9,0,5,0,0,0,0,0,0,0,0,5,3,0,0,11,3,3,0,0,7,0,0,0,0,0,139,73,0,5,225,94,79,5,13,183,20,9,0,0,35,28,18,0,0,57,9,0,0,0,9,8,7,0,0,13,0,0,0,0,4,5,6,0,0,15,10,5,0,0,13,0,0,0,0,0,177,127,5,13,323
113031266,10,46,0,0,59,5,14,5,0,19,5,11,0,0,24,3,6,0,0,5,4,12,0,0,14,0,8,0,0,10,6,5,0,0,10,0,0,0,0,3,0,0,0,0,0,35,115,6,0,156,106,89,0,4,204,21,12,0,0,37,51,26,0,0,76,12,0,0,0,19,7,8,0,0,20,3,0,0,0,6,7,3,0,0,11,8,5,0,0,18,4,0,0,0,4,234,138,0,9,386,120,138,0,4,265,24,25,5,0,59,60,36,0,0,99,16,3,0,0,23,13,20,0,0,34,5,10,0,0,13,9,14,0,0,21,11,8,0,0,23,4,0,0,0,8,273,254,6,9,542
113031267,15,96,54,0,169,28,24,3,0,61,20,77,10,0,103,4,4,3,0,12,12,48,13,0,73,0,16,0,0,19,9,12,0,0,23,3,18,0,0,20,4,4,0,0,9,95,299,89,0,479,24,41,3,0,72,58,12,5,0,70,107,54,6,0,162,45,8,0,0,53,14,10,4,0,30,13,0,0,0,14,19,8,0,0,26,28,18,0,0,45,5,3,0,0,11,313,163,15,5,489,43,137,56,0,237,82,36,10,0,129,123,131,12,0,265,50,11,3,0,61,26,62,12,0,102,11,21,0,0,33,27,22,0,0,44,36,35,0,0,70,7,8,0,0,18,409,463,98,4,971
113031268,4,25,6,0,35,0,3,0,0,3,5,11,0,0,16,0,0,0,0,0,6,6,0,0,13,3,4,0,0,5,3,0,0,0,3,3,7,0,0,6,0,0,0,0,4,20,50,4,0,77,13,8,0,0,20,14,0,0,0,14,23,3,0,0,31,10,0,0,0,10,0,0,0,0,3,0,0,0,0,4,3,0,0,0,7,10,8,0,0,12,3,0,0,0,3,85,26,0,0,107,12,34,6,0,51,14,6,0,0,21,31,17,0,0,48,10,0,0,0,10,9,7,0,0,14,6,4,0,0,6,7,3,0,0,14,13,5,0,0,16,3,0,0,0,6,100,79,4,0,183
113031269,9,29,14,0,49,12,10,3,0,32,16,23,0,0,40,4,0,0,0,4,3,14,0,0,21,3,0,0,0,5,9,5,0,0,12,7,9,0,0,18,0,0,0,0,0,63,101,17,0,178,17,21,3,0,40,47,13,0,0,57,75,27,0,0,103,44,0,0,0,50,18,3,0,0,24,6,0,0,0,6,11,4,0,0,16,34,9,0,0,43,0,0,0,0,0,245,81,7,4,332,23,49,12,0,88,62,24,13,0,94,92,49,0,0,141,45,8,0,0,55,21,20,0,0,42,13,0,0,0,13,18,3,0,0,24,36,21,0,0,62,0,0,0,0,3,303,184,24,4,519
113031270,19,152,52,0,220,23,166,49,0,236,26,65,4,0,101,7,18,4,0,30,11,54,8,0,68,0,53,10,0,66,9,8,0,0,13,4,6,0,0,11,3,5,0,0,6,90,530,132,0,753,45,72,4,0,119,136,60,5,0,204,135,72,0,0,210,76,21,0,0,93,15,8,0,0,24,15,10,0,0,29,18,0,0,0,18,34,9,0,0,46,9,0,0,0,13,486,247,12,0,754,63,226,56,0,343,155,227,54,0,440,161,138,4,0,308,81,39,4,0,123,21,59,8,0,88,18,61,12,0,89,23,9,0,0,31,42,18,0,0,61,10,9,0,0,20,574,781,143,0,1508
113031271,69,145,8,3,218,16,19,0,0,34,10,26,0,0,33,0,0,0,0,4,7,32,0,0,39,3,3,0,0,10,7,13,0,0,16,3,13,0,0,23,4,0,0,0,3,123,243,6,3,372,351,192,0,8,554,39,4,0,0,45,87,28,0,0,116,22,0,0,0,24,25,7,0,0,32,8,4,0,0,12,20,5,0,0,23,41,8,0,0,45,8,0,0,0,5,596,248,0,10,855,426,329,6,11,777,57,20,0,0,73,97,51,0,0,147,25,0,0,0,26,25,37,0,0,65,16,6,0,0,23,31,11,0,5,40,46,20,0,0,61,6,4,0,0,6,719,483,5,16,1226
114011272,45,83,15,0,136,38,48,0,0,84,24,37,0,0,59,3,6,0,0,10,4,19,0,0,22,10,16,0,0,24,4,4,0,0,4,0,5,0,0,9,0,6,0,0,4,131,219,17,0,361,66,53,0,0,122,97,20,0,8,117,96,28,0,5,126,39,8,0,0,46,18,4,0,0,21,11,12,0,0,18,7,4,0,0,12,39,10,0,0,48,13,0,0,0,11,378,141,4,7,527,112,137,12,0,266,136,62,3,8,206,121,66,0,5,188,42,14,0,0,57,23,24,0,0,45,17,18,0,0,40,7,10,0,0,18,41,19,0,0,58,13,3,0,0,16,507,353,20,7,893
