POW_SA2_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
101021007,15,30,5,0,45,13,5,0,0,24,19,14,0,0,31,0,3,0,0,7,3,9,0,0,13,3,3,0,0,6,3,9,0,0,11,3,3,0,0,3,0,0,0,0,0,61,73,3,0,138,87,27,0,0,115,47,8,0,0,52,26,13,0,0,36,4,0,0,0,8,10,0,0,0,10,5,3,0,0,11,3,0,0,0,10,25,3,0,0,23,0,0,0,0,4,216,55,0,0,273,99,58,5,0,161,63,11,0,0,77,45,28,0,0,71,9,0,0,0,8,10,8,0,0,26,8,0,0,0,14,6,8,0,0,16,27,8,0,0,32,0,0,0,0,4,270,131,3,0,409
101021008,5,14,4,0,24,5,3,0,0,14,14,19,0,0,32,0,0,0,0,4,0,9,0,0,15,0,4,0,0,5,5,0,0,0,5,3,3,0,0,7,0,0,0,0,0,39,61,5,0,105,7,3,0,0,7,9,0,0,0,13,26,6,3,0,31,23,0,0,0,23,6,0,0,0,3,5,0,0,0,7,0,0,0,0,3,7,4,0,0,7,0,0,0,0,0,77,16,3,0,93,10,18,4,0,30,12,3,0,0,23,42,24,3,0,64,18,0,0,0,21,10,10,0,0,20,5,6,0,0,10,7,0,0,0,10,10,4,0,0,16,0,0,0,0,4,115,76,11,0,197
101021009,11,55,16,0,84,30,43,10,0,80,15,41,0,0,47,10,16,0,0,23,0,7,0,0,18,5,12,0,0,17,8,4,0,0,8,0,8,0,0,13,0,5,0,0,11,75,192,30,3,299,11,16,0,0,30,46,9,0,0,58,45,18,0,0,66,30,0,0,0,27,7,3,0,0,10,4,5,0,0,3,18,0,0,0,18,14,5,0,0,23,3,0,0,0,3,167,59,6,0,232,19,75,19,0,115,75,53,9,0,136,54,58,0,0,114,35,17,0,0,47,7,16,0,0,26,4,16,0,0,23,16,4,0,0,21,20,15,0,0,34,4,5,0,0,15,241,247,36,3,531
101021010,4,88,24,0,119,7,7,4,0,21,13,71,0,0,81,0,6,0,0,6,4,23,3,0,33,0,4,0,0,9,4,8,0,0,16,0,9,0,0,13,0,3,4,0,12,44,215,41,0,293,6,6,4,0,15,14,0,0,0,14,36,13,0,0,49,9,0,0,0,8,4,3,0,0,7,5,0,0,0,4,15,0,0,0,12,21,4,0,0,27,0,0,0,0,3,110,26,5,5,143,13,91,26,0,132,25,7,4,0,31,48,78,0,0,127,7,3,0,0,13,8,25,3,0,33,4,7,0,0,14,19,8,0,0,31,25,14,0,0,32,5,3,4,0,11,151,238,39,5,432
101021012,13,63,20,0,97,33,24,0,0,48,23,75,4,0,101,0,0,0,0,0,7,19,3,0,35,0,5,0,0,10,6,6,0,0,11,3,10,0,0,18,3,0,0,0,3,91,207,31,0,332,11,8,0,0,20,37,5,0,0,41,51,19,0,0,68,19,0,0,0,22,10,7,0,0,17,0,0,0,0,3,12,6,0,0,15,13,3,0,0,18,0,0,0,0,0,157,42,0,0,203,24,72,23,0,119,63,22,0,0,92,74,91,4,0,167,20,0,0,0,23,23,29,3,0,52,3,8,0,0,9,16,5,0,0,25,19,18,0,0,36,4,0,0,0,4,251,251,28,0,533
101021610,5,12,8,0,22,3,4,0,0,7,4,16,0,0,20,0,0,0,0,0,5,9,0,0,10,0,0,0,0,0,6,0,0,0,5,5,3,0,0,9,0,0,0,0,0,26,42,11,0,70,4,0,0,0,4,12,0,0,0,19,13,0,0,0,21,11,0,0,0,8,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,0,0,7,0,0,0,0,0,50,12,0,0,61,10,12,8,0,27,19,3,0,0,29,17,13,0,0,40,8,0,0,0,7,3,5,0,0,8,4,0,0,0,4,6,0,0,0,3,3,11,0,0,17,0,0,0,0,0,73,47,11,0,132
101021611,45,84,5,0,128,47,37,7,0,91,26,45,0,0,68,6,4,0,0,11,16,32,0,0,46,9,10,0,0,18,15,19,0,0,28,7,17,0,0,29,8,3,0,0,14,173,249,13,0,438,71,33,0,0,102,79,12,0,0,90,75,15,0,0,90,28,0,0,0,32,23,5,0,0,29,3,0,0,0,3,16,0,0,0,14,27,5,0,0,31,0,0,0,0,3,325,75,0,0,403,112,114,3,0,236,129,55,7,0,185,101,56,0,0,156,32,3,0,0,37,39,40,0,0,82,13,10,0,0,22,28,23,0,0,47,37,24,0,0,59,6,8,0,0,16,495,322,15,3,837
101031013,4,27,0,0,34,0,6,0,0,5,4,7,0,0,13,0,0,0,0,0,0,9,0,0,9,0,3,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,14,60,3,0,76,46,34,0,3,81,3,0,0,0,5,14,0,0,0,21,8,0,0,0,7,0,5,0,0,5,0,0,0,0,6,5,0,0,0,5,5,5,0,0,10,0,0,0,0,0,78,50,0,3,137,49,65,0,3,116,6,5,0,0,6,18,13,0,0,35,8,0,0,0,8,0,10,0,0,9,3,3,0,0,14,3,5,0,0,11,7,0,0,0,14,0,0,0,0,0,95,111,3,3,214
101031014,7,60,5,3,73,12,24,0,0,35,5,22,0,0,32,0,4,0,0,4,6,18,5,0,26,3,13,0,0,18,0,6,0,0,11,4,5,0,0,12,0,5,0,0,3,43,158,15,0,213,19,31,0,5,53,22,10,6,0,39,52,25,0,0,78,11,4,0,0,19,4,6,0,0,11,0,0,0,0,3,8,0,0,0,11,19,10,0,0,28,4,3,0,0,8,145,86,6,8,241,30,89,5,3,127,32,32,8,0,72,56,48,0,0,105,10,8,0,0,24,14,24,5,0,38,3,15,0,0,21,8,7,0,0,20,23,15,0,0,33,4,5,0,0,12,181,241,19,7,451
101031015,18,22,3,0,36,6,0,0,0,14,4,5,0,0,10,0,0,0,0,0,0,11,0,0,14,0,3,0,0,8,4,3,0,0,3,0,3,0,0,3,0,0,0,0,3,35,45,3,0,87,75,51,0,0,128,9,4,0,0,12,14,7,0,0,21,0,0,0,0,0,5,0,0,0,5,4,0,0,0,3,3,5,0,0,8,16,0,0,0,16,0,0,0,0,4,125,71,0,3,195,88,70,3,0,163,19,3,0,0,22,20,13,0,0,33,5,0,0,0,5,7,7,0,0,14,3,3,0,0,5,7,3,0,0,13,15,4,0,0,15,3,0,0,0,3,162,114,3,3,284
101031016,26,132,17,0,176,32,36,3,0,69,16,32,0,0,45,3,8,0,0,15,10,31,0,0,43,3,30,0,0,35,6,8,0,0,13,4,5,0,0,10,8,4,0,0,7,110,283,26,0,419,98,78,0,3,175,65,11,5,0,79,59,19,0,0,78,24,4,0,0,30,15,3,0,0,19,17,0,0,0,19,11,7,0,0,13,22,6,0,0,30,0,4,0,0,5,309,133,7,0,449,124,207,17,0,355,96,45,7,0,154,70,52,0,0,120,27,14,0,0,46,31,35,0,0,62,19,31,0,0,50,14,6,0,0,28,30,14,5,0,42,6,5,0,0,8,416,414,29,3,868
101041017,10,91,21,0,123,10,21,0,0,38,13,24,0,0,36,0,4,0,0,4,11,35,4,0,47,4,19,0,0,25,0,6,0,0,10,4,5,0,0,10,0,0,3,0,3,54,204,28,0,289,28,49,0,0,77,26,6,0,0,35,80,37,0,0,120,37,5,0,0,45,12,14,0,0,31,5,0,0,0,10,9,3,0,0,9,33,9,0,0,44,8,0,0,0,8,241,124,0,3,371,39,140,21,0,197,40,34,0,0,78,89,65,0,0,155,37,16,0,0,49,25,45,4,0,74,9,21,0,0,33,13,6,0,0,20,34,15,0,0,54,8,0,3,0,9,297,334,34,9,667
101041018,10,28,8,0,42,18,8,0,0,25,9,15,0,0,22,0,6,0,0,6,4,10,0,0,11,3,6,0,0,10,0,0,0,0,0,5,5,0,0,9,5,4,0,0,3,44,76,7,0,134,19,23,0,0,46,35,3,0,0,41,56,11,0,0,70,16,4,0,0,27,12,0,0,0,15,4,0,0,0,4,7,0,0,0,4,19,0,0,0,28,4,0,0,0,4,179,49,6,0,235,33,50,10,0,90,51,11,0,0,64,63,24,0,0,96,16,8,0,0,25,19,6,0,0,27,12,6,0,0,19,7,5,0,0,5,25,8,0,0,36,5,4,0,0,14,221,125,16,5,365
101041019,15,67,8,3,90,13,31,9,0,57,10,27,0,0,41,3,7,0,0,15,4,27,0,0,34,6,19,0,0,23,0,5,0,0,9,8,7,3,0,13,0,0,0,0,0,73,181,23,4,281,22,26,0,0,44,74,14,5,0,96,76,23,0,0,97,49,0,0,0,51,18,8,0,0,19,6,9,0,0,13,5,7,0,0,7,23,11,0,0,33,5,0,0,0,5,276,93,5,3,375,39,88,9,3,136,90,50,9,0,148,87,50,0,0,140,53,7,0,0,65,23,30,0,0,53,10,23,0,0,39,10,7,0,0,15,32,15,3,0,55,4,0,0,0,4,343,272,27,8,654
101041020,23,42,0,0,72,21,12,0,0,38,14,10,0,0,20,4,0,0,0,4,13,14,0,0,21,0,6,0,0,3,5,11,0,0,14,0,3,0,0,9,4,0,0,0,4,91,98,3,0,185,151,70,0,4,226,60,0,0,0,65,64,18,0,0,81,17,0,0,0,15,13,3,0,0,22,7,0,0,0,6,12,0,0,0,15,22,7,0,0,31,10,0,0,0,10,351,107,0,5,467,172,118,0,4,298,88,14,0,0,104,71,25,0,0,102,23,0,0,0,20,23,17,0,0,41,6,8,0,0,8,19,14,0,0,35,31,9,0,0,38,9,0,0,0,10,439,204,3,5,656
101041021,0,15,5,0,20,10,8,0,0,17,5,8,0,0,16,0,0,0,0,6,0,4,0,0,7,3,4,0,0,8,6,0,0,0,6,0,3,0,0,3,4,0,0,0,0,24,43,6,0,67,9,7,0,0,16,23,0,0,0,28,35,4,0,0,42,7,0,0,0,6,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,10,7,0,0,15,0,0,0,0,0,86,25,0,0,113,3,21,5,0,34,31,12,0,0,45,39,11,0,0,50,10,4,0,0,7,8,0,0,0,13,3,4,0,0,8,3,0,0,0,3,16,6,0,0,19,4,0,0,0,0,111,64,6,0,182
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,3,26,5,0,40,3,7,0,0,10,9,16,0,0,26,0,0,0,0,0,0,10,6,0,13,0,0,0,0,3,3,6,0,0,8,0,3,0,0,5,0,0,0,0,0,24,68,14,0,112,10,4,0,0,17,16,5,0,0,15,26,11,0,0,37,7,0,0,0,13,10,0,0,0,10,11,0,0,0,15,0,0,0,0,0,15,6,0,0,19,0,0,0,0,0,82,29,0,5,120,10,30,5,0,48,20,8,0,0,29,34,22,0,0,59,9,3,0,0,10,10,15,6,0,22,9,5,0,0,16,4,6,0,0,10,13,9,0,0,24,0,0,0,0,0,111,97,14,7,227
101041024,7,36,0,0,37,3,4,0,0,11,5,8,0,0,9,0,0,0,0,0,6,7,0,0,9,0,3,0,0,3,3,3,0,0,5,0,0,0,0,3,0,0,0,0,0,29,60,3,0,86,36,29,0,0,70,6,7,0,0,7,36,10,0,0,43,7,0,0,0,7,8,4,0,0,11,3,0,0,0,4,12,0,0,0,13,13,0,0,0,12,4,0,0,0,4,126,45,3,0,175,44,57,0,0,107,12,9,3,0,21,38,16,0,0,52,4,0,0,0,4,8,9,0,0,17,3,0,0,0,7,17,4,0,0,21,16,0,0,0,17,0,0,0,0,5,151,105,5,0,256
101041025,16,95,16,0,128,32,40,4,0,75,21,52,0,0,67,5,6,0,0,10,4,35,3,0,45,9,22,4,0,27,10,11,0,0,12,6,5,0,0,15,0,0,0,0,3,94,267,23,0,393,42,52,5,0,93,66,17,0,0,85,86,42,0,0,130,50,13,0,0,57,13,4,0,0,18,26,11,0,0,37,3,0,0,0,8,47,14,0,0,54,7,0,0,0,7,329,146,4,7,489,58,145,18,3,218,97,58,5,0,162,108,88,0,0,197,54,22,0,0,71,17,41,3,0,65,32,33,4,0,71,10,8,0,0,17,50,22,0,0,68,7,0,0,0,10,426,420,32,4,881
101041026,13,55,18,0,85,17,30,0,0,42,15,29,0,0,38,0,4,0,0,5,4,14,0,0,21,3,6,5,0,16,0,4,0,0,6,3,9,0,0,5,0,0,0,0,0,50,151,26,0,221,25,34,0,0,67,71,17,0,0,84,69,33,0,0,101,27,10,0,0,34,16,4,0,0,23,5,5,0,0,14,5,4,0,0,12,22,7,0,0,34,6,0,0,0,6,246,112,0,0,362,40,90,18,0,149,90,44,0,0,131,81,62,0,0,144,29,13,0,0,35,21,20,0,0,40,11,13,5,0,24,6,5,0,0,16,30,18,0,0,44,6,0,0,0,3,299,261,24,0,585
101041027,18,59,5,0,84,19,25,0,0,43,18,28,0,0,42,0,0,0,0,9,16,11,5,0,32,5,7,0,0,11,4,3,0,0,8,0,13,0,0,16,0,0,0,0,0,83,151,8,0,240,63,56,0,0,123,74,7,0,0,81,88,36,0,0,126,27,6,0,3,32,17,8,0,0,21,11,12,0,0,18,10,8,0,0,12,39,14,0,0,50,5,0,0,0,12,329,141,0,13,480,75,117,3,0,205,93,34,0,0,132,107,65,0,0,173,25,11,0,7,42,34,20,5,0,51,19,16,0,0,31,8,8,0,0,18,37,22,0,0,65,8,0,0,0,10,410,293,15,17,727
101051539,15,132,31,0,180,35,50,9,0,95,32,64,3,6,105,4,5,0,0,13,12,40,6,0,56,9,31,0,0,36,9,11,0,0,18,12,19,0,0,31,3,3,0,0,10,125,359,51,6,538,30,43,7,0,76,94,30,0,0,123,132,62,0,0,196,52,13,0,0,62,23,4,0,0,26,18,8,0,0,20,11,7,0,0,20,47,13,0,0,52,10,4,0,0,13,406,180,6,4,595,44,176,34,0,260,117,82,14,0,217,161,127,3,11,302,53,20,0,0,71,32,45,6,0,83,23,36,0,0,61,22,18,0,0,37,50,31,0,0,82,11,6,0,0,21,533,538,55,8,1137
101051540,51,113,8,0,173,18,31,3,0,55,18,31,4,0,44,0,3,0,0,3,18,30,0,0,50,5,8,0,0,16,3,8,3,0,16,3,10,0,0,12,3,0,0,0,6,123,228,27,0,375,237,149,0,5,398,51,5,0,0,61,81,33,0,0,120,29,0,0,0,29,16,8,0,0,28,11,0,0,0,15,18,9,0,0,20,35,10,0,0,49,9,4,0,0,11,490,223,0,11,724,289,269,9,5,569,70,39,3,0,119,99,62,4,0,164,29,3,0,0,31,33,38,0,0,73,18,6,0,0,28,23,9,3,0,42,41,18,0,0,61,9,8,0,0,17,618,448,26,11,1100
101061541,4,30,6,0,39,13,17,0,0,28,3,25,0,0,30,0,0,0,0,3,10,13,0,0,21,3,10,0,0,11,5,9,0,0,12,3,0,0,0,4,0,4,0,0,3,46,106,9,0,159,27,21,0,0,53,29,11,0,0,35,51,17,0,0,69,16,0,0,0,22,3,3,0,0,13,9,0,0,0,7,0,0,0,0,3,21,0,0,0,23,0,5,0,0,5,157,71,0,0,226,33,60,6,0,93,41,27,0,0,69,56,46,0,0,97,17,3,0,0,27,17,13,0,0,32,9,10,0,0,24,5,9,0,0,13,24,3,0,0,30,0,4,0,0,5,199,178,9,0,385
101061542,37,98,14,3,154,31,33,3,0,69,25,44,0,0,68,0,5,0,0,5,10,19,0,0,26,3,6,0,0,7,9,7,0,0,18,9,4,0,0,8,0,5,0,0,6,124,216,21,4,358,145,114,3,10,266,75,5,0,0,78,77,28,0,0,101,13,0,0,0,17,17,7,0,0,21,4,0,0,0,7,6,0,0,0,12,24,12,0,0,41,13,3,0,0,14,372,172,3,6,557,183,212,11,8,415,101,39,3,0,144,100,68,0,0,171,13,5,0,0,22,28,24,0,0,53,14,3,0,0,20,16,15,0,0,29,34,13,0,0,47,10,7,0,0,18,498,383,16,13,916
101061543,26,74,26,0,121,11,28,13,0,48,8,34,4,0,46,3,4,0,0,7,12,30,9,0,43,4,11,3,0,16,9,8,0,0,18,4,6,0,0,7,3,0,0,0,0,70,206,47,0,322,49,57,0,8,107,31,16,3,0,54,74,43,0,0,109,29,7,0,0,38,14,10,0,0,24,10,10,0,0,16,13,4,0,0,20,30,9,0,0,38,5,0,0,0,5,251,155,10,9,421,68,136,26,6,235,39,44,13,0,102,80,77,4,0,158,31,16,0,0,47,22,39,9,0,73,15,14,3,0,36,28,12,0,0,47,30,17,0,0,50,5,3,0,0,7,322,358,53,10,746
101061544,40,107,9,4,158,16,11,0,0,25,6,8,0,0,11,3,0,0,0,3,4,16,0,0,23,0,3,0,0,5,0,4,0,0,6,0,6,0,0,6,0,6,0,0,3,72,155,10,4,243,154,126,0,4,289,13,7,0,0,19,42,16,0,0,57,16,0,0,0,14,8,8,0,0,13,12,0,0,0,10,8,4,0,0,7,18,8,0,6,27,4,0,0,0,5,262,170,0,8,450,193,231,11,12,446,28,16,0,0,42,46,23,0,0,72,12,0,0,0,18,15,29,0,0,37,9,7,0,0,20,9,5,0,0,12,20,14,0,6,35,4,6,0,0,8,337,332,11,13,687
102011028,24,49,8,0,82,45,29,5,0,80,7,15,0,0,26,0,5,0,0,0,5,14,0,0,19,3,4,3,0,5,3,0,0,0,5,4,6,0,0,4,0,5,0,0,6,95,126,14,0,232,17,13,0,0,27,86,9,0,0,93,57,14,0,0,68,25,4,0,0,26,17,0,0,0,18,7,0,0,0,5,3,0,0,0,3,20,5,0,0,25,0,0,0,0,0,232,40,0,0,272,34,64,8,0,108,134,35,5,0,175,68,30,0,0,96,27,6,0,0,33,20,22,0,0,38,10,6,3,0,20,9,0,0,0,6,25,5,0,0,29,0,5,0,0,6,327,174,14,0,507
102011029,28,68,8,0,101,55,37,0,0,86,23,33,0,0,51,0,0,0,0,0,7,21,0,0,28,8,7,0,0,15,0,4,0,0,8,0,6,0,0,10,0,5,0,0,5,120,177,12,0,307,16,14,0,0,33,91,11,0,0,102,76,12,0,0,92,23,0,0,0,25,27,4,0,0,33,8,0,0,0,8,5,0,0,0,10,26,3,0,0,27,3,0,0,0,4,273,50,0,3,323,44,80,8,0,134,143,47,3,0,190,96,45,0,0,147,23,0,0,0,25,39,22,0,0,59,12,7,0,0,21,7,7,0,0,14,26,7,0,0,34,3,5,0,0,7,398,223,16,3,630
102011030,24,146,40,0,214,12,26,5,0,40,33,38,3,0,76,0,0,0,0,4,6,43,5,0,55,4,6,0,0,9,15,21,3,0,34,3,12,0,0,17,0,3,0,0,5,98,299,57,0,459,83,45,4,5,133,27,5,0,6,32,55,15,0,0,71,5,0,0,0,9,18,4,0,4,24,0,0,0,0,5,8,0,0,0,13,40,7,0,0,43,4,0,0,5,7,245,75,4,14,340,109,193,44,5,350,38,34,5,6,77,93,51,3,0,153,10,0,0,0,14,22,44,5,4,73,4,6,0,0,15,23,25,3,0,47,42,18,0,0,58,7,4,0,5,12,345,380,58,16,798
102011031,36,155,38,0,226,62,161,9,0,230,20,54,5,0,76,4,8,0,0,13,17,56,4,0,75,12,37,0,0,53,0,4,0,0,7,10,7,0,0,12,6,3,0,0,5,156,481,59,0,699,36,31,0,0,67,171,46,9,0,226,88,26,0,0,115,46,6,0,0,50,24,5,0,0,32,13,5,0,0,18,9,0,0,0,3,34,10,0,0,41,3,0,0,0,6,419,131,12,0,552,72,184,40,0,295,229,206,18,0,451,107,83,5,0,186,49,20,4,0,69,40,59,4,0,101,27,45,0,0,67,7,0,0,0,11,36,11,0,0,51,6,10,0,0,14,571,611,72,0,1255
102011032,37,276,60,0,374,67,177,12,0,255,40,117,7,0,169,7,8,0,0,21,17,82,11,0,104,16,34,3,0,52,15,11,0,0,20,16,24,0,0,40,7,5,0,0,15,219,732,98,0,1048,51,55,0,0,104,196,89,5,0,283,148,61,0,0,212,56,11,0,0,68,32,12,0,0,47,18,9,0,0,24,30,6,0,0,40,81,14,0,0,95,20,3,0,0,28,628,258,9,0,891,88,334,59,0,481,261,266,14,0,541,191,176,7,0,377,64,26,0,0,87,49,90,11,0,155,33,44,3,0,73,45,13,0,0,62,97,34,0,0,131,26,12,0,0,36,846,992,102,0,1940
102011033,0,11,0,0,13,12,14,0,0,27,9,19,0,0,26,0,0,0,0,0,4,0,0,0,7,3,0,0,0,7,5,0,0,0,9,0,3,0,0,4,0,0,0,0,5,40,53,0,0,92,0,4,0,0,0,24,0,0,0,29,25,7,0,0,35,8,0,0,0,11,9,0,0,0,10,8,0,0,0,8,5,0,0,0,5,8,0,0,0,8,0,0,0,0,0,93,13,0,0,101,4,11,0,0,17,36,15,0,0,51,33,23,0,0,60,9,0,0,0,13,14,7,0,0,14,7,0,0,0,10,11,0,0,0,10,5,3,0,0,7,0,0,0,0,5,126,61,3,0,196
102011034,6,38,14,0,56,12,31,0,0,37,11,28,0,0,40,4,3,0,0,5,3,17,6,0,19,0,5,0,0,9,4,0,0,0,4,0,9,0,0,8,0,0,0,0,5,41,124,17,0,180,10,13,0,0,24,46,12,0,0,64,52,17,0,0,68,13,0,0,0,19,9,0,0,0,15,5,0,0,0,6,7,0,0,0,7,15,0,0,0,18,6,0,0,0,8,172,57,0,0,225,16,46,14,0,82,57,42,0,0,103,63,46,0,0,104,14,3,0,0,25,15,17,6,0,36,5,9,0,0,11,10,0,0,0,10,19,3,0,0,26,8,0,0,0,6,209,176,17,0,401
102011035,4,13,0,0,19,8,12,0,0,24,8,17,0,0,32,0,0,0,0,0,3,9,0,0,11,0,0,0,0,0,4,0,0,0,6,0,5,0,0,6,0,4,0,0,5,29,65,0,0,95,7,3,0,0,8,21,4,0,0,26,22,8,0,0,35,9,0,0,0,9,12,0,0,0,13,3,0,0,0,3,9,0,0,0,8,13,0,0,0,12,0,0,0,0,0,100,16,0,0,122,8,19,0,0,30,31,18,0,0,46,35,29,0,0,60,9,0,0,0,9,11,12,0,0,22,8,0,0,0,7,8,0,0,0,13,20,6,0,0,22,3,4,0,0,6,135,82,0,0,217
102011036,12,32,14,0,59,11,17,0,0,32,12,21,0,0,32,0,0,0,0,3,16,13,0,0,28,3,0,0,0,11,5,0,0,0,5,3,8,0,0,17,0,0,0,0,0,61,97,19,0,178,8,10,4,0,17,50,3,0,0,54,42,12,0,0,51,19,0,0,0,17,24,3,0,0,28,5,0,0,0,5,22,0,0,0,22,15,0,0,0,16,3,0,0,0,3,188,28,3,0,227,17,47,16,0,79,63,22,0,0,84,51,30,0,0,81,22,0,4,0,24,33,15,4,0,54,7,0,0,0,8,26,0,0,0,23,17,7,0,0,27,3,0,0,0,3,250,126,23,0,404
